qid	cid	question_category	question_subject	question	comment	comment_gold
Q1585	Q1585_C17	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	LOL! Qhris Btw I really don't know why this circuit started making personal attacks on me...without any provocation. And he is badmouthing a religion too! He has distorted the name of a Hindu God Ganpati (Lord Ganesh, the elephant God) and called him Gandpati which I think is offensive in Indian lingo! I don't know what he has against the Gods?	Bad
Q1585	Q1585_C18	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	I am worried though, he said us non-believers will land somewhere terrible. I am scared it might be the Irish Bar :-(	Bad
Q1585	Q1585_C19	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Although if hell is the Irish Bar....they won't let me in! Heaven it is for me!!! :-)	Bad
Q1585	Q1585_C20	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Wow! Johannum! Thats the place for me. I really would like to go there.	Bad
Q1585	Q1585_C21	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Is a Fireman?	Bad
Q1585	Q1585_C22	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	LOL! Qhris I can see that you were denied entry to Johannum by a Pinay last night!	Bad
Q1585	Q1585_C23	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	We could all resort to personal attacks, but that is the refuge of children and people who are too stupid to have a reasoned argument. Isn't that right Circuit?	Bad
Q1585	Q1585_C24	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	hey dude, just mind your own thing. envy kills.. :)	Good
Q1585	Q1585_C25	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Why I worship Pigs too! Pig is an important God in my religion. Now what do you intend to do about it?	Bad
Q1585	Q1585_C28	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Is desperate to meet a man off QL, he's asking everyone out! :-) Now edifis! Makes me feel used, you moved on so quickly :-(	Bad
Q1585	Q1585_C30	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	FU just give me their phone nos... I will do the rest ;)	Bad
Q1585	Q1585_C31	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Can't people just mind their own business?	Bad
Q1585	Q1585_C32	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Jack what will you do with 2. Pass one 2 me.	Bad
Q1585	Q1585_C34	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Cabbage and Xena: I pronounce myself as one of your loyal fans.	Bad
Q1585	Q1585_C35	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	edifis, wow, that is not a great thing to do in Saudi.	Bad
Q1585	Q1585_C37	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Edifis - I would be tolerant if they didn't increase their rates;)	Bad
Q1585	Q1585_C39	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Saeed I am afraid I am not qualified for that job. Besides there would be no job satisfaction!	Bad
Q1585	Q1585_C40	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	But edifis, you would be able to go over the Causeway every weekend, get senselessly drunk and indulge in all kinds of unspeakable pleasures...!	Bad
Q1585	Q1585_C43	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Edifis, where in Saudi are you?	Bad
Q1585	Q1585_C44	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Most of us speak a few languages here, Qatarnewexpat. fa Napoli leccapiedi!	Bad
Q1585	Q1585_C49	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	avatar--fatty foods kill even more, but that doesn't seem to stop the anti-alcohol zealots from waddling up to the take out counter for even more fried food. A drink before and cigarette after are the best THREE things in life. If you have to pay for the middle one along with the other two, then so be it.	Bad
Q1585	Q1585_C50	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	You have first refusal; http://qatarliving.com/node/1650981	Bad
Q1585	Q1585_C51	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Why a Fireman?	Bad
Q1585	Q1585_C52	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	He said I will be in hell with the fire-bell ringing and Edifis won't be there to save me :-(	Bad
Q1585	Q1585_C53	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	aboy - Dont show your class in a public forum. It's not good to expose yourself like this. Brite - I offered them the tickets but they still didn't agree.I''am bothered coz I don't think it's right to sell one's body for whatever reason.	Bad
Q1585	Q1585_C54	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	Qatarnewxpat - may I refer you to my previous comment about name-calling being the refuge of the stupid. Oh wait, you're probably too stupid to get it....... But take note Circuit - at least he knows how to spell loser.	Bad
Q1585	Q1585_C55	Qatar Living Lounge	Prostitution in Qatar - Any Solution?	I know atleast two women who are sleeping with various men for money and I wish I could do something to stop them.Is there any number to call to inform about them?	No saeedkan, I don't. Smart versus stupid? Smart wins every time in my opinion.	Good
